Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
493,SJ-II-m-A-05109,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat SÎNMIHAIU ALMAŞULUI; comuna SÎNMIHAIU ALMAŞULUI,469,1778 - 1794
494,SJ-II-m-A-05110,"Biserica de lemn ""Sf. Apostoli Petru şi Pavel”",sat SÎNPETRU ALMAŞULUI; comuna HIDA,43,înc.sec. XVII
495,SJ-II-m-B-05111,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat SÎRBI; comuna SÎG,174,1707
496,SJ-II-m-B-05114,"Biserica de lemn ""Adormirea Maicii Domnului”",sat SOLOMON; comuna GÎRBOU,138,sec. XVIII
497,SJ-II-m-A-05115,Biserica reformată,sat STANA; comuna ALMAŞU,92,"1640, modif. în 1742 şi lărgită în 1838"
498,SJ-II-a-B-05116,Ruinele cetăţii Valcăului,sat SUBCETATE; comuna VALCĂU DE JOS,"La 2 km de sat, în pădurea numită Cetate, în afara localităţii, în pădure",sec. XIII - XVII
499,SJ-II-m-B-05117,"Castelul Jozsika, azi Agromec",sat SURDUC; comuna SURDUC,334,sec. XVII - XIX
500,SJ-II-m-B-05118,"Biserica ""Sf.Arhangheli Mihail şi Gavriil""",sat ŞAMŞUD; comuna ŞAMŞUD,56,1885
501,SJ-II-m-B-05120,"Gimnaziul călugărilor minoriţi, azi internatul Grupului şcolar ""Iuliu Maniu""",oraş ŞIMLEU SILVANIEI,Str. 1 Decembrie 1918 8,cca. 1825
502,SJ-II-m-B-05122,"Şcoala Gimnazială ""Silvania""",oraş ŞIMLEU SILVANIEI,Str. 1 Decembrie 1918 12-14,sf. sec. XIX
503,SJ-II-m-B-05123,"Casa Memorială ""Iuliu Maniu"", azi sală de expoziţii",oraş ŞIMLEU SILVANIEI,Str. 1 Decembrie 1918 19,înc. sec. XX
504,SJ-II-m-B-05121,"Fosta bibliotecă orăşenească, Azi Centrul Cercetări şi Asistenţă Medicală",oraş ŞIMLEU de SILVANIEI,Str. 1 Decembrie 1918 37,cca. 1900
505,SJ-II-m-B-05124,Centrul de cercetări şi asistenţă medicală,oraş ŞIMLEU SILVANIEI,Str. 1 Decembrie 1918 37,1910
506, SJ-II-m-B-05125, Sinagogă, oraş ŞIMLEU SILVANIEI, Piaţa 1 Mai 13, sec. XIX
507,SJ-II-m-A-05128,Biserica romano-catolică,oraş ŞIMLEU SILVANIEI,Str. 1 Mai 1A,"1532, ref. 1666 şi supraînălţată 1892"
508,SJ-II-a-A-05126,Ansamblul cetăţii Bathory,oraş ŞIMLEU SILVANIEI,Str. Bathory Stefanus 1,a doua jum.sec. XVI
509,SJ-II-m-A-05126.01,Bastioane,oraş ŞIMLEU SILVANIEI,Str. Bathory Stefanus 1,a doua jum. sec. XVI
510,SJ-II-m-A-05126.02,Zid de incintă,oraş ŞIMLEU SILVANIEI,Str. Bathory Stefanus 1,a doua jum. sec. XVI
511,SJ-II-m-A-05126.03,Poartă,oraş ŞIMLEU SILVANIEI,Str. Bathory Stefanus 1,1597
512,SJ-II-m-B-05127,"Şcoala Gimnazială ""Silvania"", corp C",oraş ŞIMLEU SILVANIEI,Str. Carpaţi 3,sf. sec. XIX
513,SJ-II-m-B-05129,"""Banca Silvania"", azi Reiffeisen Bank",oraş ŞIMLEU SILVANIEI,"Piaţa Maniu Iuliu 1, colţ cu 1 Decembrie 1918",1920 - 1925
514,SJ-II-m-B-05130,Biserica reformată,oraş ŞIMLEU SILVANIEI,Str. Salcâmului 7,"1730, turnul 1810-1815"
515,SJ-II-m-A-05131,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavril”",sat ŞOIMUŞENI; comuna LETCA,6,sec. XVI
516,SJ-II-m-B-05132,Biserica reformată,sat TETIŞU; comuna FILDU DE JOS,28A,"sec. XIV, ref. 1937"
517,SJ-II-m-A-05133,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat TOPLIŢA; comuna LETCA,67,sec. XVI
518,SJ-II-m-B-05134,Castelul Bay,sat TREZNEA; comuna TREZNEA,245,sf. sec. XIX
519,SJ-II-m-B-05135,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat TURBUŢA; comuna SURDUC,97,sec. XVII
520,SJ-II-m-A-05136,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat TUSA; comuna SÎG,87,înc. sec. XVIII
