Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
684,CJ-I-m-B-07236.03,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Ghercea”, ""Răchita”, ""Râul Mic”, ""Spini”",Neolitic
685,CJ-I-s-B-07237,"Situl arheologic de la Viştea, ""Palută”",punct sat VIŞTEA; comuna GÂRBĂU,"""Palută”, ""Fântâna cu butoi”",
686,CJ-I-m-B-07237.01,Villa rustica,sat VIŞTEA; comuna GÂRBĂU,"""Palută”, ""Fântâna cu butoi”",sec. II - III p. Chr.
687,CJ-I-m-B-07237.02,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Palută”, ""Fântâna cu butoi”",Hallstatt
688,CJ-I-m-B-07237.03,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Palută”, ""Fântâna cu butoi”",Epoca bronzului
689,CJ-I-m-B-07237.04,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Palută”, ""Fântâna cu butoi”","Neolitic, Cultura Petreşti"
690,CJ-I-s-A-07238,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Arvas”, ""Stejarul popii”, ""Ciup”","Perioada de tranziţie la epoca bronzului, Cultura Coţofeni"
691,CJ-I-s-A-07239,Aşezare,sat VLAHA; comuna SĂVĂDISLA,Terasa de la V de pârâul Racoş,Preistorie
692,CJ-II-a-B-21097,"Ansamblul ""Calea ferată Turda-Abrud""",îngustă,,
693,CJ-II-a-B-21097.01,Turda gară,,,
694,CJ-II-a-B-21097.02,Turda casă fost dormitor,,,
695,CJ-II-a-B-21097.03,Turda depozit de ulei,,,
696,CJ-II-a-B-21097.04,Mihai Viteazu gară,,,
697,CJ-II-a-B-21097.05,Corneşti haltă,,,
698,CJ-II-a-B-21097.06,Pod peste Arieş,,,
699,CJ-II-a-B-21097.07,Moldoveneşti canton,,,
700,CJ-II-a-B-21097.08,Buru gară,,,
701,CJ-II-a-B-21097.09,Buru canton,,,
702,CJ-II-a-B-21097.10,Lungeşti canton,,,
703,CJ-II-a-B-21097.11,Ocolişel haltă,,,
704,CJ-II-a-B-21097.12,Tunel,,,
705,CJ-II-m-B-21082,"""Tribuna I"" din Stadionul",Municipal municipiul CÂMPIA TURZII,Str Aurel Vlaicu 39,
706,CJ-II-a-A-07240,Cetăţuia Cluj-Napoca,municipiul CLUJ- NAPOCA,"Zona delimitată de: limita a parcelei din str. Dragalina 70, str. Şerpuitoare nr.1-27 fundul de parcelă,, str. Şerpuitoare şi str. Augustin Bunea, str. Călăraşilor frontul nordic, str. Cetăţii frontul de la nr. 25 la nr. 55, limita vestică a parcelei din str. Galilei nr.18, Aleea scărilor, str. Dragalina frontul nordic de",estică 1716 nr. estic la
707,CJ-II-a-A-07241,Fragmente din zidul primei a oraşului medieval,incinte municipiul CLUJ- NAPOCA,"Străzile: Deleu, nr. 2-4, Doja Gheorghe, nr. 7 şi 23-25 ,Topliţa, nr.8-10 , Piaţa Unirii 25, Matei Corvin nr.4 (subsol), Petroşani nr. 1,3, 21, 23, Pavel Chinezu nr.5, Isac Emil nr.10, Bariţiu George, nr.25",1316 nr.
708,CJ-II-a-A-07242,Fragment din zidul celei de incinte a oraşului medieval,a doua municipiul CLUJ- NAPOCA,"Străzile: Potaissa nr.1-3, Iancu Avram, nr.1-27, Str. Republicii nr. 3-7, Universităţii, nr. 7- Kogălniceanu M., nr.2-10 Novac (extrema sudică şi Tipografiei nr.17","1406 9, , Baba nr.15),"
709,CJ-II-s-B-07243,Parcul Central,municipiul CLUJ- NAPOCA,,1897
710,CJ-II-m-B-07243.01,Ateliere pictură (fostă expoziţie),municipiul CLUJ- NAPOCA,Parcul Central,1940
711,CJ-II-m-B-07243.02,Fântână arteziană,municipiul CLUJ- NAPOCA,Parcul Central,1897
712,CJ-II-m-B-07243.03,Chioşc fanfară,municipiul CLUJ- NAPOCA,Parcul Central,1897
713,CJ-II-m-B-07243.04,Pavilionul de patinaj,municipiul CLUJ- NAPOCA,Parcul Central,1897
714,CJ-II-m-B-07243.05,Kiosk,municipiul CLUJ- NAPOCA,Parcul Central,1897
