Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
369,DJ-II-m-A-08174,Cula Poenaru,sat ALMĂJ; comuna ALMĂJ,,"1764, modif. 1896"
370,DJ-II-m-B-08175,"Biserica ""Sf. Voievozi”",sat AMĂRĂŞTII DE JOS; comuna AMĂRĂŞTII DE JOS,,"sec. XVII, pe ruine de sec. XV, extinsă 1759"
371,DJ-II-m-B-08176,"Biserica ""Sf. Ioan Botezătorul”",sat AMĂRĂŞTII DE JOS; comuna AMĂRĂŞTII DE JOS,,1864
372,DJ-II-m-B-08177,"Biserica ""Sf. Nicolae”",sat AMĂRĂŞTII DE SUS; comuna AMĂRĂŞTII DE SUS,,1843
373, DJ-II-m-B-08178," Biserica ""Sf. Ştefan”", sat APELE VII; comuna APELE VII,, 1847
374,DJ-II-m-B-08179,"Biserica ""Adormirea Maicii Domnului”",sat APELE VII; comuna APELE VII,,1863
375,DJ-II-m-B-08180,"Biserica ""Intrarea în Biserică”",sat APELE VII; comuna APELE VII,Fost sat Ciunei,1868
376,DJ-II-m-B-08181,"Biserica ""Sf. Nicolae"", ""Sf. Ioan"" şi ""Sf. Gheorghe”",sat ARGETOAIA; comuna ARGETOAIA,,1813
377,DJ-II-m-B-08182,"Biserica de lemn ""Sf. Nicolae” - Câmpfoeni",sat BALOTA DE JOS; comuna MURGAŞI,,1709 - 1710
378,DJ-II-m-B-08183,"Ruinele bisericii ""Sf. Voievozi”",sat BALOTA DE JOS; comuna MURGAŞI,,1851
379,DJ-II-m-B-08184,"Biserica de lemn ""Sf. Voievozi”",sat BALOTA DE SUS; comuna MURGAŞI,cătun Cioroieni,1812
380,DJ-II-m-B-08185,"Biserica ""Sf. Dumitru"" şi ""Sf. Nicolae”",sat BASCOV; comuna SOPOT,,1842
381,DJ-II-m-B-08186,"Biserica ""Sf. Nicolae”",sat BĂDOŞI; comuna BRATOVOEŞTI,,1753
382,DJ-II-m-B-08187,"Biserica ""Adormirea Maicii Domnului”",oraş BĂILEŞTI,Str. Dreptăţii 41,1887
383,DJ-II-m-B-08188,"Biserica ""Sf. Nicolae”",oraş BĂILEŞTI,Str. Independenţei 52,1845
384,DJ-II-m-B-08189,"Biserica ""Sf. Apostoli”",oraş BĂILEŞTI,Str. Mărăşeşti 1,1839
385,DJ-II-m-B-08190,"Biserica ""Sf. Dumitru"" şi ""Sf. Gheorghe”",sat BÂRCA; comuna BÂRCA,,"1801 - 1803, ref. 1912 -1914"
386,DJ-II-m-B-08191,"Biserica ""Sf. Gheorghe”",oraş BECHET,,1870
387,DJ-II-m-B-08192,"Biserica ""Adormirea Maicii Domnului”",sat BELCINU; comuna CALOPĂR,,"1845, ref. 1938"
388,DJ-II-m-B-08193,"Biserica ""Sf. Nicolae”, ""Sf. Arhangheli”",sat BISTREŢ; comuna BISTREŢ,,1826
389,DJ-II-m-B-08194,"Biserica ""Izvorul Tămăduirii”",sat BISTREŢU NOU; comuna BISTREŢ,,sec. XlX
390,DJ-II-m-B-08195,"Biserica ""Schimbarea la Faţă”",sat BODĂIEŞTI; comuna MELINEŞTI,,1812
391,DJ-II-m-B-08196,"Biserica ""Sf. Ioan Botezătorul”",sat BODĂIEŞTII DE SUS; comuna MELINEŞTI,,1899
392,DJ-II-m-B-08197,"Biserica ""Sf. Nicolae”",sat BOTOŞEŞTI-PAIA; comuna BOTOŞEŞTI-PAIA,,1814
393,DJ-II-m-B-08198,"Biserica ""Sf. Dumitru”",sat BOURENI; comuna AFUMAŢI,,1840
394,DJ-II-m-B-08199,"Biserica ""Cuvioasa Paraschiva”",sat BRABEŢI; comuna DANEŢI,,1842
395,DJ-II-m-A-08200,Cula Izvoranu - Geblescu,sat BRABOVA; comuna BRABOVA,,"sec. XVIII, adăugiri ulterioare"
396,DJ-II-m-B-08201,"Biserica ""Sf. Voievozi”",sat BRABOVA; comuna BRABOVA,,1885
397,DJ-II-m-B-08202,"Biserica ""Sf. Nicolae”, ""Sf. Voievozi”",sat BRALOŞTIŢA; comuna BRALOŞTIŢA,,1761
398,DJ-II-a-A-08203,Mănăstirea Jitianu,sat BRANIŞTE; comuna PODARI,,"sf. sec. XVI, ref. 1656- 1658"
399,DJ-II-m-A-08203.01,"Biserica ""Sf. Dumitru”",sat BRANIŞTE; comuna PODARI,,1656 - 1658
400, DJ-II-m-A-08203.02, Stăreţie, sat BRANIŞTE; comuna PODARI,," 1956, pe ruine de sec. XVII"
401,DJ-II-m-A-08203.03,Chilii,sat BRANIŞTE; comuna PODARI,,"1901 - 1911, pe ruinele caselor vechi"
402,DJ-II-m-A-08203.04,Turn clopotniţă,sat BRANIŞTE; comuna PODARI,,sec. XVIII
403,DJ-II-m-B-08204,"Biserica ""Adormirea Maicii Domnului”",sat BRANIŞTE; comuna PODARI,,1710
404,DJ-II-m-B-08205,"Biserica ""Sf. Nicolae”",sat BRANIŞTE; comuna DANEŢI,,1825
405,DJ-II-m-B-08206,"Biserica ""Sf. Arhangheli”",sat BRATOVOEŞTI; comuna BRATOVOEŞTI,,1859
406,DJ-II-m-B-08207,"Biserica ""Sf. Ioan Botezătorul”",sat BRĂDEŞTI; comuna BRĂDEŞTI,,1825
