Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
156,SB-I-m-B-12006.05,Aşezare,"sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,Epoca bronzului
157,SB-I-s-B-12007,Necropolă,"sat TÂRNAVA; ""Palamor”, comuna TÂRNAVA",în teritoriul satului Târnava,sec. VII - VIII
158,SB-I-s-A-12008,Situl arheologic de la Tilişca,"sat TILIŞCA; ""Dealul comuna TILIŞCA",Căţinaş”,
159,SB-I-m-A-12008.01,Aşezare,"sat TILIŞCA; ""Dealul comuna TILIŞCA",Căţinaş”,Hallstatt
160,SB-I-m-A-12008.02,Cetate dacică,"sat TILIŞCA; ""Dealul comuna TILIŞCA",Căţinaş”,"Latène, Cultura geto - dacică"
161,SB-I-m-A-12008.03,Aşezare,"sat TILIŞCA; ""Dealul comuna TILIŞCA",Căţinaş”,Epoca bronzului
162,SB-I-s-B-12009,Cetatea medievală de la Tilişca,"sat TILIŞCA; ""Dealul comuna TILIŞCA",Căţinaş”,sec. XII
163,SB-II-a-A-12010,Ansamblul fortificaţiilor oraşului medieval,municipiul SIBIU,,sec. XII - XVII
164,SB-II-m-A-12010.01,"Incinta I: Turnul Scărilor, curtine (fragmente)",municipiul SIBIU Turnul P-ţa apărare capitulară; cu,"Scărilor: P-ţa Huet 3. - Curtine: Huet 1, P-ţa Huet, între turnul de de la nr.3 şi nr. 4 - Casa P-ţa Mică 13 (adresă dublă P-ţa Huet 13).",1191 - 1224
165,SB-II-m-A-12010.02,"Incinta II: Turnul Sfatului, Turnul Scării Aurarilor, curtine (fragmente)",municipiul SIBIU Turnul Scării P-ţa,Sfatului: P-ţa Mică 1; Turnul Aurarilor: P-ţa Mică 24. Curtine: Mică 19-30,1224 - 1241
